HourUTC,HourDK,MunicipalityNo,SolarMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindMWh,ThermalPowerMWh,timestamp,date,hour,year,month,day
2025-11-01T00:00:00,2025-11-01T01:00:00,791,0.0,,,16.764094,3.861043,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,190,0.0,,,0.0,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,316,0.0,,,7.946644,9.1e-05,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,169,0.0,,,0.128889,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,840,0.0,,,17.017954,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,163,0.0,,,0.0,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,440,0.0,,,6.39044,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,173,0.0,,,0.0,0.20636,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,329,0.0,,,0.537144,0.00016,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,846,0.0,,,22.153374,0.22043,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,240,0.0,,,0.0002,0.18914,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,430,0.0,,,1.323767,0.08202,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,370,0.0,,,9.448662,13.608083,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,615,0.0,,,0.752247,0.00474,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,269,0.0,,,0.007789,0.52304,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,187,0.0,,,0.0,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,306,0.0,,,0.392455,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,820,0.0,,,49.861884,3.60992,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,157,0.0,,,0.0,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
